player_name_clean,year_ahead,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
brooks barnhizer,3,0.0236,0.0332,0.0265,0.142,0.0205,0.0266,0.0111,0.0819
brooks barnhizer,4,0.0246,0.0133,0.0249,0.1421,0.0288,0.0265,0.0059,0.0726
brooks barnhizer,5,0.026,0.0084,0.0249,0.1257,0.0268,0.0295,0.0106,0.0355
bruce brown,1,-0.005,-0.0124,0.0069,0.0145,0.0054,-0.0106,-0.0072,-0.0084
bruce brown,2,0.0003,-0.009,0.0164,0.0021,0.0031,-0.0138,-0.0116,-0.0157
bruce brown,3,-0.0083,-0.0145,0.0035,-0.0111,-0.0142,-0.0153,-0.0155,-0.0179
bruce brown,4,0.0079,-0.0102,0.0035,0.0023,-0.0097,-0.0094,-0.0079,-0.0198
bruce brown,5,-0.001,-0.0132,0.0065,-0.0072,-0.0014,-0.0173,-0.0111,-0.02
bryce mcgowens,1,0.0181,0.0116,0.0327,0.0111,0.0339,0.0166,0.0138,0.0018
bryce mcgowens,2,0.0211,0.0128,0.0272,0.0286,0.031,0.0202,0.003,0.005
bryce mcgowens,3,0.0268,0.0013,0.0339,0.0252,0.0363,0.0278,-0.0033,0.009
bryce mcgowens,4,0.03,0.0014,0.0357,0.0331,0.0237,0.0279,-0.0041,0.0113
bryce mcgowens,5,0.0302,0.0105,0.0381,0.0201,0.0368,0.0303,0.0005,0.012
bub carrington,1,0.0124,-0.0027,0.0335,-0.0146,0.004,0.0153,-0.01,0.0031
bub carrington,2,0.0087,-0.0012,0.0142,-0.01,-0.0058,0.0111,-0.0155,-0.0065
bub carrington,3,0.0142,0.0076,0.0125,0.0134,0.0049,0.0098,-0.0093,-0.0033
bub carrington,4,-0.0012,-0.0036,-0.0185,0.0035,0.0001,0.0008,-0.0083,-0.0314
bub carrington,5,0.0008,-0.0132,-0.0229,-0.0098,-0.0122,0.0006,-0.0116,-0.0162
buddy hield,1,0.0143,-0.0022,0.0095,0.0182,0.0267,0.0133,-0.011,0.0318
buddy hield,2,0.0164,0.005,0.0232,0.0223,0.0412,0.0165,-0.0151,0.046
buddy hield,3,0.0106,-0.0068,0.0221,0.0249,0.0238,0.0077,-0.0135,0.021
buddy hield,4,0.0188,-0.0015,0.0262,0.0289,0.0276,0.0146,-0.013,0.0113
buddy hield,5,0.017,-0.005,0.0199,0.0184,0.0181,0.0113,-0.0135,0.0159
cade cunningham,1,-0.0148,-0.0386,-0.0226,0.0056,-0.0175,-0.0113,0.0349,-0.0087
cade cunningham,2,-0.0174,-0.0485,-0.0432,-0.0034,-0.0174,-0.0216,0.0259,-0.0063
cade cunningham,3,-0.0174,-0.0458,-0.0262,-0.0043,-0.0258,-0.0214,0.0232,-0.0446
cade cunningham,4,-0.0139,-0.0467,-0.0469,-0.016,-0.0278,-0.0192,0.0178,-0.0446
cade cunningham,5,-0.017,-0.0433,-0.0406,-0.0114,-0.0272,-0.0171,0.0087,-0.0288
caleb houstan,1,0.0341,0.0478,0.0586,0.1739,0.0411,0.032,0.0118,0.0556
caleb houstan,2,0.034,0.0555,0.0566,0.1573,0.0431,0.0309,0.0085,0.0424
caleb houstan,3,0.0283,0.0568,0.0449,0.1592,0.0409,0.0272,-0.0014,0.0374
caleb houstan,4,0.0293,0.0278,0.0468,0.1622,0.0302,0.0301,0.0013,0.04
caleb houstan,5,0.0343,0.0337,0.0537,0.1524,0.0337,0.0328,0.0023,0.0334
caleb love,1,0.0363,0.0277,0.0511,0.0865,0.026,0.0359,0.0264,0.1391
caleb love,2,0.0303,0.0365,0.0484,0.0045,0.0276,0.0265,0.0159,0.0711
caleb love,3,0.0233,0.0498,0.0322,0.0035,0.0293,0.026,0.0136,0.0604
caleb love,4,0.0227,0.0435,0.0325,0.0045,0.03,0.0244,-0.0034,0.0492
caleb love,5,0.0202,0.0272,0.0289,0.008,0.0221,0.0261,-0.0056,0.0121
caleb martin,1,0.0311,0.0128,0.0397,0.0927,0.0232,0.0343,-0.0048,0.0364
caleb martin,2,0.0253,0.0118,0.0402,0.0855,0.0209,0.0279,-0.007,0.0377
caleb martin,3,0.0262,0.0197,0.0333,0.0732,0.0196,0.0271,-0.0078,0.0373
caleb martin,4,0.0466,0.0162,0.0498,0.0959,0.0271,0.0525,-0.0115,0.0367
caleb martin,5,0.0597,0.027,0.0433,0.0969,0.0326,0.0594,-0.013,0.0375
cam christie,1,0.0339,-0.0092,0.0503,0.0535,0.0239,0.0298,-0.0045,0.1442
cam christie,2,0.0437,0.0043,0.0392,0.1173,0.0493,0.0376,-0.0026,0.1069
cam christie,3,0.0409,0.0088,0.0348,0.2296,0.027,0.0332,-0.0013,0.1014
cam christie,4,0.0315,0.0194,0.0295,0.1705,0.0379,0.0269,0.0057,0.055
cam christie,5,0.0274,0.0262,0.0385,0.1684,0.0252,0.0262,0.0083,0.063
cam spencer,1,0.0009,0.0422,0.0102,0.0058,0.0078,0.0023,0.0261,0.1349
cam spencer,2,0.0048,0.0329,0.0122,0.0206,0.0115,0.0079,0.018,0.0214
cam spencer,3,0.0078,0.0356,0.0097,0.0339,0.0067,0.0022,0.0115,0.0064
cam spencer,4,0.0083,0.0336,0.0106,0.0116,0.0143,0.0057,-0.0001,0.0014
cam spencer,5,0.0113,0.0388,0.0237,0.0205,0.0147,0.0103,0.0055,-0.0012
cam thomas,1,-0.0055,0.0166,0.0016,0.0086,-0.0069,-0.0009,0.0035,-0.0171
cam thomas,2,-0.0061,0.0103,-0.0077,-0.0002,0.0001,-0.0076,0.0015,-0.0194
cam thomas,3,-0.0065,-0.0004,-0.0368,0.008,-0.0185,-0.0068,-0.0043,-0.0236
cam thomas,4,-0.0026,-0.0142,-0.0279,0.0012,-0.0119,-0.0013,-0.001,-0.0188
cam thomas,5,-0.001,-0.0079,-0.031,-0.0006,-0.0015,0.0009,-0.0034,-0.0265
cam whitmore,1,0.0243,0.0041,0.028,0.0234,0.0204,0.0212,-0.0071,0.0334
cam whitmore,2,0.0306,0.0196,0.0304,0.0225,0.0385,0.0287,-0.0078,0.06
cam whitmore,3,0.0089,0.0197,0.0128,0.0244,0.024,0.0095,-0.006,0.0556
cam whitmore,4,0.0231,0.0408,0.0306,0.0283,0.0379,0.0247,-0.0033,0.045
cam whitmore,5,0.0162,0.0287,0.0345,0.0281,0.0176,0.0196,0.0051,0.0231
cameron johnson,1,-0.0175,-0.0107,0.0064,-0.0093,-0.0147,-0.0187,0.003,0.0017
cameron johnson,2,-0.0182,-0.0208,0.0024,-0.0301,-0.0258,-0.021,-0.0027,-0.0038
cameron johnson,3,-0.0128,-0.0159,-0.0216,-0.0312,-0.0223,-0.0235,-0.0036,-0.0283
cameron johnson,4,-0.0234,-0.0112,-0.0503,-0.0315,-0.024,-0.0235,-0.0044,-0.0328
cameron johnson,5,-0.0208,-0.0139,-0.0293,-0.0326,-0.02,-0.0212,-0.006,-0.0367
caris levert,1,0.0251,0.0056,-0.0011,0.0147,0.019,0.0275,-0.0056,0.0162
caris levert,2,0.0153,0.0107,0.0035,0.0168,0.0185,0.0123,-0.0049,0.03
caris levert,3,0.0199,0.0107,0.0217,0.0176,0.0154,0.0174,-0.0045,0.0061
caris levert,4,0.0298,0.0129,0.0138,0.0218,0.0166,0.0205,-0.0057,0.0045
caris levert,5,0.0321,-0.0072,0.0142,0.0179,0.0103,0.0284,-0.0071,0.0019
carter bryant,1,0.0517,0.0503,0.0682,0.1724,0.0413,0.0525,0.0263,0.1353
carter bryant,2,0.0565,0.0567,0.0718,0.1724,0.0469,0.0522,0.0183,0.0867
carter bryant,3,0.0485,0.0547,0.0605,0.178,0.0459,0.0584,0.0137,0.0835
carter bryant,4,0.0635,0.0379,0.044,0.1724,0.0431,0.0534,0.0039,0.072
carter bryant,5,0.0505,0.045,0.0411,0.1525,0.0378,0.058,0.0125,0.0489
cason wallace,1,0.013,0.0252,0.0252,-0.0213,-0.0032,0.0154,0.0072,-0.0138
cason wallace,2,0.0014,0.0353,0.0164,-0.03,-0.007,0.0029,0.0049,-0.0349
cason wallace,3,-0.0012,0.0422,-0.0043,-0.0153,0.0062,-0.0016,0.0127,-0.0096
cason wallace,4,0.0028,0.0318,-0.0042,-0.0203,0.0034,-0.0026,0.0115,0.0135
cason wallace,5,0.0075,0.002,-0.0029,-0.0208,-0.0223,0.0027,0.0105,-0.0097
cedric coward,1,0.022,0.0727,0.0392,0.0666,0.0121,0.0218,0.0309,0.1302
cedric coward,2,0.0103,0.0715,0.0289,0.014,0.0088,0.0078,0.0289,-0.0041
cedric coward,3,0.0073,0.075,0.0307,-0.01,-0.0075,0.0081,0.0238,-0.0055
cedric coward,4,-0.0063,0.0623,-0.0054,-0.0278,0.0058,-0.0072,0.0115,-0.0133
cedric coward,5,-0.0056,0.0521,-0.023,-0.0245,-0.0033,-0.0066,0.003,-0.0229
charles bassey,1,0.0273,0.0191,0.039,0.1094,0.0287,0.0279,0.006,0.0258
charles bassey,2,0.0271,0.0121,0.0418,0.1148,0.0304,0.0274,0.005,0.0111
charles bassey,3,0.0298,0.0317,0.0347,0.1134,0.0313,0.0343,0.0046,0.0165
charles bassey,4,0.0293,0.0114,0.0538,0.1153,0.0311,0.0338,0.0017,0.0188
charles bassey,5,0.03,0.0207,0.0525,0.1163,0.034,0.0331,-0.0022,0.0209
chaz lanier,1,0.0467,0.0326,0.059,0.1675,0.0329,0.051,0.0278,0.1432
chaz lanier,2,0.0476,0.0393,0.0525,0.1688,0.0326,0.0499,0.0187,0.103
chaz lanier,3,0.0438,0.0529,0.043,0.173,0.0375,0.0475,0.0148,0.0979
chaz lanier,4,0.0405,0.043,0.0392,0.1662,0.0349,0.0465,0.0048,0.0792
chaz lanier,5,0.0443,0.0238,0.0438,0.1498,0.0335,0.0474,0.0115,0.0401
chet holmgren,1,0.0094,0.002,0.0269,-0.0214,0.008,0.0119,0.0161,-0.0046
chet holmgren,2,0.0072,0.0129,-0.008,-0.0284,0.0011,0.0057,0.0155,-0.0129
chet holmgren,3,-0.0059,0.0255,-0.0374,-0.0175,-0.0097,-0.0052,0.0078,-0.0207
chet holmgren,4,-0.0054,0.0226,-0.0217,-0.0286,-0.0025,-0.0067,-0.0078,-0.0267
chet holmgren,5,-0.0087,0.0075,-0.0258,-0.0364,-0.0095,-0.0122,-0.0101,-0.0276
chris boucher,1,0.0397,0.0175,0.0413,0.1389,0.0191,0.0444,-0.0072,0.0486
chris boucher,2,0.0419,0.0198,0.0456,0.1382,0.0132,0.0432,-0.0084,0.0441
chris boucher,3,0.0478,0.0296,0.0322,0.1341,0.0077,0.0472,-0.0131,0.044
chris boucher,4,0.0518,0.0218,0.0435,0.1293,0.0189,0.0459,-0.0105,0.0472
chris boucher,5,0.048,0.0192,0.0238,0.1196,0.02,0.046,-0.0172,0.047
chris livingston,1,0.0344,0.0803,0.0639,0.1715,0.0405,0.0326,0.0043,0.0742
chris livingston,2,0.0343,0.079,0.0616,0.168,0.0443,0.0274,0.0032,0.0659
chris livingston,3,0.0331,0.0801,0.0445,0.1574,0.0384,0.0308,0.0037,0.0446
chris livingston,4,0.0309,0.0294,0.0464,0.1596,0.0346,0.0306,0.0086,0.037
chris livingston,5,0.0298,0.0326,0.0493,0.1627,0.031,0.0297,0.0029,0.0398
chris manon,1,0.0315,0.0214,0.0441,0.1343,0.0215,0.0322,0.0258,0.1013
chris manon,2,0.0256,0.0283,0.0308,0.137,0.0211,0.0236,0.0167,0.0514
chris manon,3,0.0224,0.0466,0.0293,0.1401,0.022,0.0233,0.0141,0.0494
chris manon,4,0.0259,0.0109,0.0245,0.1393,0.031,0.0272,0.0023,0.0323
chris manon,5,0.0257,0.0143,0.0219,0.1251,0.0277,0.0294,-0.0032,0.0117
chris paul,1,0.0547,0.0197,0.0495,0.0441,0.0179,0.0517,-0.0146,0.0181
chris paul,2,0.0539,0.0207,0.0452,0.0445,0.0134,0.0538,-0.0163,0.0188
chris paul,3,0.059,0.0313,0.0417,0.0451,0.0127,0.0557,-0.0159,0.0179
chris paul,4,0.0573,0.0239,0.048,0.044,0.0247,0.056,-0.0111,0.0179
chris paul,5,0.0561,0.0143,0.0416,0.0433,0.0317,0.0559,-0.0179,0.0175
chris youngblood,1,0.0359,0.0272,0.0532,0.1639,0.0313,0.0394,0.0257,0.1196
chris youngblood,2,0.037,0.0383,0.0536,0.1641,0.0321,0.0422,0.0187,0.0723
chris youngblood,3,0.0308,0.0547,0.0338,0.1691,0.0326,0.038,0.0131,0.0708
chris youngblood,4,0.0286,0.0331,0.0403,0.1682,0.0339,0.0349,0.0066,0.0629
chris youngblood,5,0.0292,0.0248,0.0399,0.1466,0.0334,0.0371,0.0121,0.0343
christian braun,1,-0.0041,0.0125,-0.0084,-0.0123,-0.0022,-0.0053,0.0005,-0.0048
christian braun,2,-0.0049,-0.0014,-0.0445,-0.0223,-0.008,-0.0042,0.0023,-0.0166
christian braun,3,-0.0008,-0.0138,-0.0314,-0.0161,-0.0095,-0.0015,-0.0016,-0.0178
christian braun,4,-0.0074,-0.0182,-0.0161,-0.0238,-0.0082,-0.0071,-0.0042,-0.0297
christian braun,5,0.0051,-0.0029,-0.0357,-0.0274,-0.0075,0.006,-0.0039,-0.0236
chucky hepburn,1,0.0356,0.0292,0.0592,0.1885,0.0301,0.0348,0.0273,0.1285
chucky hepburn,2,0.0363,0.0401,0.0565,0.185,0.0331,0.03,0.0189,0.0802
chucky hepburn,3,0.0338,0.0557,0.0438,0.1905,0.0264,0.0295,0.0164,0.0828
chucky hepburn,4,0.0293,0.0421,0.026,0.1914,0.0344,0.0262,0.0023,0.0754
chucky hepburn,5,0.0285,0.0285,0.0288,0.1738,0.0203,0.0332,0.007,0.0526
cj mccollum,1,-0.0258,-0.0293,-0.0263,-0.0368,-0.0209,-0.0273,-0.0214,-0.0101
cj mccollum,2,-0.0351,-0.024,-0.0494,-0.0354,-0.0308,-0.0316,-0.0209,-0.0197
cj mccollum,3,-0.0183,-0.0258,-0.0592,-0.0384,-0.0276,-0.0216,-0.0248,-0.0346
cj mccollum,4,-0.0299,-0.0239,-0.0657,-0.0442,-0.0411,-0.0389,-0.0271,-0.039
cj mccollum,5,-0.0153,-0.0177,-0.0551,-0.0431,-0.0337,-0.024,-0.0273,-0.0017
clint capela,1,0.042,0.04,0.0476,0.0596,0.023,0.0324,-0.0088,0.0252
clint capela,2,0.0457,0.0456,0.0436,0.0732,0.0276,0.0337,-0.0118,0.0288
clint capela,3,0.0723,0.0538,0.06,0.1264,0.0307,0.0643,-0.0125,0.0354
clint capela,4,0.0658,0.0396,0.0653,0.1531,0.0375,0.0665,-0.0092,0.0492
clint capela,5,0.0665,0.0351,0.0636,0.1473,0.0191,0.0647,-0.016,0.0486
coby white,1,-0.0182,-0.0106,-0.0318,0.0244,-0.0123,-0.0178,-0.0019,-0.0246
coby white,2,-0.013,-0.0161,-0.0303,0.0124,-0.0114,-0.0113,-0.0065,-0.0266
coby white,3,-0.0109,-0.0051,-0.0264,0.0114,-0.0085,-0.0106,-0.0095,-0.0272
coby white,4,-0.0075,0.0008,-0.0411,0.0093,-0.0065,-0.0082,-0.0161,-0.022
coby white,5,-0.0034,0.0017,-0.0294,0.0036,-0.0083,-0.0073,-0.0158,-0.0234
cody martin,1,0.032,0.0099,0.037,0.1183,0.0284,0.0309,0.0042,0.0435
cody martin,2,0.027,0.016,0.0416,0.1083,0.0208,0.0222,0.0025,0.0389
cody martin,3,0.0246,0.0169,0.0285,0.1166,0.0224,0.0225,-0.0021,0.0398
cody martin,4,0.0512,0.0294,0.0482,0.1265,0.0316,0.051,-0.0049,0.0419
cody martin,5,0.0673,0.0283,0.048,0.1272,0.0392,0.0595,-0.0055,0.0411
cody williams,1,0.01,0.0186,0.063,0.0329,0.0168,0.0087,0.0082,0.0028
cody williams,2,0.0182,0.0188,0.0396,0.0665,0.0144,0.0166,-0.0024,0.0078
cody williams,3,0.0151,0.0293,0.0303,0.1618,0.0183,0.0145,-0.0024,0.0555
cody williams,4,0.0161,0.0204,0.0256,0.1357,0.0266,0.0173,-0.0015,0.055
cody williams,5,0.0163,0.0184,0.0336,0.1357,0.0344,0.0182,0.0021,0.0598
colby jones,1,0.0508,0.0471,0.0576,0.1717,0.0404,0.0489,0.0085,0.1297
colby jones,2,0.0576,0.0568,0.0601,0.1724,0.0456,0.0549,0.0001,0.0857
colby jones,3,0.0443,0.0562,0.0339,0.1628,0.042,0.0423,-0.0002,0.0593
colby jones,4,0.0584,0.037,0.0575,0.1659,0.0384,0.0556,0.0014,0.0519
colby jones,5,0.0465,0.0376,0.0502,0.1558,0.0332,0.0444,0.0041,0.0509
cole anthony,1,0.0231,0.0267,0.0413,0.0498,0.0271,0.0218,-0.0103,0.0178
cole anthony,2,0.027,0.024,0.0297,0.0726,0.0315,0.027,-0.0136,0.0398
cole anthony,3,0.0247,0.0291,0.0375,0.0884,0.0269,0.026,-0.0106,0.0238
cole anthony,4,0.0223,0.0401,0.0408,0.0758,0.0321,0.0253,-0.0111,0.0205
cole anthony,5,0.0229,0.0408,0.0332,0.0561,0.0223,0.0256,-0.0092,0.0258
collin gillespie,1,0.0016,0.0566,0.0165,-0.0025,-0.004,0.0055,0.0126,0.1369
collin gillespie,2,0.0031,0.0461,0.0235,-0.0137,-0.0053,0.0069,0.0076,0.0113
collin gillespie,3,-0.0076,0.03,-0.0101,-0.009,-0.0042,-0.0087,-0.0015,-0.005
collin gillespie,4,-0.0068,0.0091,-0.0151,0.0045,-0.0036,-0.0121,0.0036,-0.0115
collin gillespie,5,-0.0159,-0.0083,-0.0231,-0.0213,-0.0216,-0.0262,-0.0011,-0.0316
collin murray boyles,1,0.0311,0.03,0.0601,0.0666,0.0314,0.0314,0.024,0.1315
collin murray boyles,2,0.028,0.0391,0.0636,0.033,0.037,0.0273,0.0159,0.0262
collin murray boyles,3,0.0253,0.0527,0.0471,0.0194,0.0283,0.0238,0.0127,0.0142
collin murray boyles,4,0.0244,0.0355,0.0313,0.01,0.0302,0.0242,0.006,0.0039
collin murray boyles,5,0.0263,0.0265,0.0355,0.0187,0.0266,0.0289,-0.0006,0.0072
collin sexton,1,-0.003,-0.0072,-0.0288,-0.0167,-0.0134,-0.006,-0.002,-0.023
collin sexton,2,-0.0051,-0.006,-0.035,-0.0197,-0.0139,-0.0057,-0.0023,-0.022
collin sexton,3,-0.006,-0.0043,-0.0203,-0.0185,-0.0115,0.0001,-0.002,-0.0308
collin sexton,4,-0.0094,-0.0132,-0.0478,-0.0335,-0.0166,-0.0128,-0.0063,-0.03
collin sexton,5,-0.017,-0.0091,-0.0519,-0.0207,-0.0214,-0.0243,-0.0099,-0.0287
cooper flagg,1,0.0275,0.0214,0.0365,0.07,0.0109,0.0289,0.0417,0.1335
cooper flagg,2,0.0207,0.0254,0.0406,0.0302,0.0103,0.017,0.0417,-0.0034
cooper flagg,3,0.0323,0.0394,0.0408,-0.0013,-0.0106,0.0303,0.0417,-0.0072
cooper flagg,4,0.0132,-0.0088,0.0017,-0.0074,0.001,0.0024,0.0427,-0.0121
cooper flagg,5,-0.0069,-0.0139,-0.0225,-0.0172,-0.0098,0.0019,0.0424,-0.0489
corey kispert,1,0.0316,0.0281,0.0264,0.0321,0.0324,0.0274,0.0056,0.01
corey kispert,2,0.0362,0.0353,0.0191,0.0247,0.0321,0.0342,-0.0006,0.0249
corey kispert,3,0.0318,0.0289,0.0252,0.026,0.0313,0.0343,-0.002,0.012
corey kispert,4,0.0322,0.0309,0.0288,0.0335,0.0244,0.0328,-0.0037,0.0099
corey kispert,5,0.0249,0.0246,0.0192,0.0231,0.0208,0.026,-0.0028,0.0065
craig porter,1,0.0301,0.0184,0.0391,0.0769,0.0293,0.0291,0.0033,0.0359
craig porter,2,0.0421,0.0218,0.0467,0.0864,0.0414,0.0401,0.0065,0.0422
craig porter,3,0.0376,0.0346,0.0444,0.0613,0.0351,0.0389,0.0038,0.0178
craig porter,4,0.0353,0.0371,0.0428,0.0559,0.0311,0.0351,0.0055,0.0219
craig porter,5,0.033,0.027,0.0527,0.0626,0.036,0.0355,0.0029,0.0262
curtis jones,1,0.0378,0.0334,0.0495,0.1876,0.0267,0.0339,0.022,0.0566
curtis jones,2,0.0375,0.0427,0.0438,0.1894,0.0283,0.0292,0.0137,0.0285
curtis jones,3,0.0314,0.051,0.0276,0.1922,0.0207,0.0241,0.0093,0.024
curtis jones,4,0.0284,0.026,0.0261,0.1844,0.034,0.0322,-0.0013,0.0165
curtis jones,5,0.026,0.0252,0.0196,0.1705,0.0188,0.0305,-0.001,0.0072
dangelo russell,1,0.0131,0.0084,0.0004,0.0299,0.0218,0.0186,-0.0118,0.0066
dangelo russell,2,0.0125,0.0157,-0.0117,-0.0,0.0204,0.0175,-0.0167,0.0423
dangelo russell,3,0.0058,0.0029,-0.0254,0.0007,0.0199,0.0062,-0.0192,0.0311
dangelo russell,4,0.0184,0.0175,-0.0161,0.0076,0.0106,0.015,-0.0154,0.0159
dangelo russell,5,0.0228,0.0075,-0.0094,0.0112,0.012,0.0175,-0.0161,0.0218
daeqwon plowden,1,0.0291,0.0122,0.0435,0.1642,0.0353,0.0318,0.0016,0.0923
daeqwon plowden,2,0.0209,0.0162,0.0407,0.1653,0.0349,0.0251,0.0017,0.0896
daeqwon plowden,3,0.025,0.0159,0.0365,0.1698,0.0354,0.0263,-0.0004,0.0917
daeqwon plowden,4,0.0296,0.0147,0.0322,0.1269,0.0247,0.0305,-0.0008,0.0378
daeqwon plowden,5,0.0315,0.0164,0.039,0.1248,0.0307,0.0286,-0.003,0.0315
dalen terry,1,0.0303,0.0163,0.0289,0.1694,0.037,0.0313,0.0029,0.0782
dalen terry,2,0.0318,0.024,0.0301,0.1623,0.032,0.0361,0.0032,0.0549
dalen terry,3,0.0279,0.0371,0.0414,0.1628,0.0311,0.0295,0.0055,0.0617
dalen terry,4,0.0282,0.0239,0.0362,0.1632,0.0328,0.0303,0.0069,0.0627
dalen terry,5,0.0346,0.0481,0.0452,0.1565,0.0305,0.0366,0.0033,0.057
dalton knecht,1,0.0242,0.0057,0.0554,0.0737,0.0191,0.0272,-0.0031,0.0247
dalton knecht,2,0.0327,0.0153,0.0302,0.132,0.028,0.0332,-0.0011,0.0359
dalton knecht,3,0.0402,0.0106,0.0263,0.1535,0.0328,0.0356,0.0022,0.045
dalton knecht,4,0.0405,0.035,0.0386,0.1073,0.0407,0.035,0.0022,0.0083
dalton knecht,5,0.0399,0.0177,0.0332,0.1173,0.035,0.0352,0.0011,0.0107
damian lillard,1,-0.0329,-0.0561,-0.007,-0.0289,-0.0342,-0.0347,-0.0007,-0.0464
damian lillard,2,-0.024,-0.0682,-0.024,-0.0475,-0.0322,-0.027,-0.0066,-0.0509
damian lillard,3,-0.0368,-0.0584,-0.0548,-0.041,-0.0499,-0.0393,-0.009,-0.0351
damian lillard,4,-0.0294,-0.0555,-0.0454,-0.0453,-0.0446,-0.034,-0.0236,-0.037
damian lillard,5,-0.0197,-0.0564,-0.0585,-0.0367,-0.0381,-0.0294,-0.0245,-0.0144
daniel gafford,1,0.0005,-0.0231,-0.0078,-0.0029,-0.0001,-0.003,-0.0097,-0.0142
daniel gafford,2,-0.0025,-0.0232,-0.006,-0.0016,0.0013,-0.003,-0.0151,-0.0167
daniel gafford,3,0.009,-0.0024,0.0069,0.0152,0.0075,-0.0039,-0.0083,-0.0159
daniel gafford,4,0.0031,-0.0065,0.0161,0.0184,0.0036,0.0014,-0.0111,-0.0181
daniel gafford,5,0.0046,-0.0125,0.0037,0.0052,-0.0091,-0.0102,-0.014,-0.0201
daniss jenkins,1,0.0171,0.002,0.0454,0.0187,0.0157,0.0151,0.002,0.1389
daniss jenkins,2,0.0193,0.0096,0.0107,0.0279,0.0163,0.0168,0.0021,0.0721
daniss jenkins,3,0.015,0.0129,0.0148,0.0384,0.0147,0.0103,0.0009,0.0617
daniss jenkins,4,0.0159,0.02,0.0378,0.0232,0.0276,0.0189,0.001,0.0341
daniss jenkins,5,0.0129,0.0217,0.0293,0.0176,0.0392,0.0179,-0.0014,0.0151
danny wolf,1,0.0306,0.026,0.0602,0.0944,0.0278,0.0308,0.0259,0.1371
danny wolf,2,0.0279,0.0379,0.064,0.0278,0.0336,0.0254,0.0174,0.0584
danny wolf,3,0.0222,0.052,0.0455,0.0116,0.0215,0.0242,0.0143,0.0545
danny wolf,4,0.0223,0.0447,0.029,0.0207,0.0301,0.0248,0.0002,0.0548
danny wolf,5,0.0193,0.0268,0.0372,0.0245,0.022,0.0253,-0.0078,0.0457
dario saric,1,0.0262,0.0082,0.0372,0.1246,0.0213,0.0293,-0.0053,0.0375
dario saric,2,0.021,0.0179,0.0391,0.1218,0.0176,0.0224,-0.0076,0.0328
dario saric,3,0.0493,0.0183,0.0433,0.1344,0.0088,0.0568,-0.0136,0.0357
dario saric,4,0.056,0.0369,0.0353,0.1305,0.0232,0.0552,-0.0074,0.0384
dario saric,5,0.057,0.0215,0.0476,0.1266,0.0316,0.0643,-0.0132,0.0373
darius garland,1,-0.0135,0.0088,-0.0308,0.0009,-0.0321,-0.0157,-0.0174,-0.0276
darius garland,2,-0.0212,0.0044,-0.0146,-0.0256,-0.03,-0.0155,-0.0179,-0.0268
darius garland,3,-0.0153,-0.0004,-0.0272,-0.0219,-0.0244,-0.0121,-0.0164,-0.0281
darius garland,4,-0.0155,-0.005,-0.0447,-0.0154,-0.024,-0.0183,-0.0163,-0.0272
darius garland,5,-0.0162,-0.0102,-0.0325,-0.0379,-0.0339,-0.0163,-0.0177,-0.0306
david jones garcia,1,0.0393,0.0324,0.0543,0.1824,0.0279,0.0366,0.028,0.1336
david jones garcia,2,0.0405,0.0395,0.0489,0.1842,0.0261,0.0274,0.0161,0.0924
david jones garcia,3,0.0364,0.0528,0.0359,0.1886,0.0304,0.0275,0.0154,0.0892
david jones garcia,4,0.0276,0.0429,0.0383,0.1842,0.0277,0.0282,0.0017,0.0733
david jones garcia,5,0.0244,0.0268,0.0313,0.1698,0.0345,0.0278,-0.0067,0.0439
davion mitchell,1,-0.0136,0.0098,0.0077,-0.0305,-0.0041,-0.0145,0.0105,0.0126
davion mitchell,2,-0.0154,-0.0113,0.0148,-0.0269,-0.0065,-0.0105,-0.0047,0.0108
davion mitchell,3,-0.0067,-0.0187,0.0053,-0.0152,-0.006,-0.0096,-0.0085,-0.0114
davion mitchell,4,-0.0004,-0.0266,-0.0028,-0.0267,-0.0156,-0.0151,-0.0109,-0.0215
davion mitchell,5,-0.0076,-0.0028,-0.023,-0.0313,-0.0176,-0.0091,-0.013,-0.0247
dayron sharpe,1,0.026,0.0379,0.0281,0.0607,0.0282,0.0269,0.0022,0.027
dayron sharpe,2,0.0222,0.0407,0.0423,0.0723,0.0305,0.022,0.0025,0.019
dayron sharpe,3,0.023,0.0331,0.0474,0.1051,0.028,0.0247,0.0018,0.0206
dayron sharpe,4,0.0219,0.0282,0.0374,0.1548,0.0268,0.0238,-0.0013,0.0223
dayron sharpe,5,0.0189,0.0355,0.0497,0.1424,0.0346,0.0235,-0.0013,0.0214
deaaron fox,1,-0.0131,-0.0347,-0.0516,-0.0316,-0.0217,-0.015,0.0014,0.0029
deaaron fox,2,-0.0205,-0.029,-0.0477,-0.0256,-0.0211,-0.0183,0.0002,-0.0027
deaaron fox,3,-0.016,-0.0239,-0.0591,-0.0364,-0.0298,-0.0155,-0.005,-0.0318
deaaron fox,4,-0.0128,-0.0276,-0.0625,-0.0217,-0.0352,-0.016,-0.0027,-0.0402
deaaron fox,5,-0.021,-0.0269,-0.0653,-0.0426,-0.0383,-0.0151,-0.0028,-0.0352
deandre hunter,1,-0.0168,-0.0005,-0.0288,-0.0283,-0.011,-0.0179,-0.002,-0.0126
